sender,no_reacts,text,label
$USER1298,0,Ce recomandare?,OTHER
$USER0203,6,Terhes a trădat - o pe SOSOACA !,OTHER
$USER1763,0,Neutralitate și pace .,OTHER
$USER0685,2,"Domnul Neamțu, usurel, nu prea le știi, te asteptam cu informatii nu cu pareri proprii/suspiciuni",OTHER
$USER0687,0,Blànd si nu te bucura prea mult Luis ; Occidentul anuntà deaja valul 6 ìn toamnà.,OTHER
$USER0882,1,"A, l-ați adus pe ""medaliatul cu aur"" de la campionatul de viteza de la Paris a alegerii lui Baselu!Mare specialist și asta la pupat dosuri!",INSULT
$USER0707,0,Gabriel Iulian Hordila Sloboz trist,ABUSE
$USER1326,0,Au ajuns păcatele la cer,OTHER
$USER0145,0,Dar voi ați uitat că avem și noi Masoni noștri a coborât Satana lui Baidan.mortul viu,ABUSE
$USER0421,0,"Marș javra ,nu te tine nimeni aici",ABUSE
$USER0357,1,Defrișăm pădurile și facem țepe și ii tragem pe toți în țeapă!,OTHER
$USER1275,0,"Si ce vreți sa facem , sa stam in genunchi înaintea teroristului de PUTIN , trebuie izolați si dezarmați clanul dictatorului !!!",OTHER
$USER0526,2,Aha Sarakilor nou murim bogați au buncare,OTHER
$USER0024,0,Mare RESPECT PENTRU TOT CEEA CE FACEȚI PENTRU ROMÂNIA.,OTHER
$USER1786,0,"ROMANIA NEUTRA , NU RAZBOIULUI , IN NUMELE LUI ISUS HRISTOS , AMIN!",OTHER
$USER0296,0,huuuuoooooooo america,OTHER
$USER1127,0,La multi ani!...si mult respect. O zi binecuvintata de D-zeu va doresc sa aveti!,OTHER
$USER1549,0,Dorel Savu si in Romania tigani is discriminati,OTHER
$USER1661,0,NICI NU TREBUIE SA AMINTESTI D3 JEGOSI SI TRADATORI,ABUSE
$USER1606,0,Doamne ajută și la mulți ani la toate femeile,OTHER
$USER2714,0,Care interes al poporului bă jigodiilor!,ABUSE
$USER2571,0,D-na nu-ti pune mintea cu toti prosti,INSULT
$USER0493,0,"Mars globalistule ! Nu cred ca rusii au invadat tari intregi cum au facut "" sua ( sula ta )",INSULT
$USER0235,4,Ieșiți în stradă daca vreți Neutralitate si pace,OTHER
$USER1445,0,Dați cărțile pe față că Ucraina are un tradator la fel cum al avem și noi,OTHER
$USER0083,0,Suntem in afara pericolului? DV SUNTETI INFORMAT STITI ADEVSRUL SI LEGILE,OTHER
$USER1988,0,Slugi obediente,ABUSE
$USER0940,3,America este statul criminal și punct,OTHER
$USER3375,0,USR la. Gunoi este un partid de cacat,ABUSE
$USER0684,0,"...acceptul botnitei este unul din ""rezultatele"" ""deculturalizarii"" impuse de decenii si impunerea ""digitalizării"" !",OTHER
$USER0753,0,Foarte mare dreptate are domnul Cezar Ionescu,OTHER
$USER0508,4,FITI CU POPORUL NU CU AMERICZNII !,OTHER
$USER1112,0,"Salutari dl Luis Lazarus. Frumos din partea d-stra , multumesc pentru dl George Simion , ca acceptati sa fie in direct cu noi ,,rominii,, ! Felicitari !",OTHER
$USER0526,1,Să vezi bombă da putin si an Romania,OTHER
$USER1345,0,"Face jocul americanilor.totul vine de acolo.curva nu vrea să se afle adevărul,nu are niciun interes pt.oameni.dinfericire și ea va muri ca alții",OTHER
$USER0937,0,Felicitării Lazariuc o noapte liniștită sa ai noapte buna trebuie sa nu cedării nu cedam Lazarius trebuie să-i dăm afară cu acești criminali afara Iohannis afara Arafat,OTHER
$USER0056,0,Poporul doarme și nu iese odată în strada,OTHER
$USER1458,0,Ai mâncat chederul de la frigider,OTHER
$USER4272,0,Ești în paralele duduie,INSULT
$USER0997,0,Nu poporul moldovenesc nu a dorit unirea!!! Idioții dd sus nu au dorit unirea!!!,INSULT
$USER0046,0,Il intereseaza cetatetenii rusi din Donetsk care sunt masacrati de ucranieni,OTHER
$USER0334,0,Noi comentăm la rece pe Facebook dar.se pare că vom avea surprize din partea Americi.plăcute s-au de avertizare către românia!,OTHER
$USER1135,0,NICI VORBA CODRUTA NE VA VINDE SI MAI MULT,OTHER
$USER1200,0,Noi Nu santem an stare sal distrugem.,OTHER
$USER0048,0,"Bravo Diana ,pentru curajul tau !",OTHER
$USER0597,0,"Să nu provoace un accident ,să tragă pe dreapta",OTHER
$USER1592,0,Barancea Mariana Alexandr ești o eșuată Blok,ABUSE
$USER0496,0,NATO e un jefuitor de țări ?,OTHER
$USER0151,0,Daca ne dau arme ii impiscam pe toti incepand cu dulapul si arahat,INSULT
$USER1265,3,Faceți reportaje și cu populația de rand!!,OTHER
$USER0188,2,POATE CA COVIDUL A PLECAT DIN UCRAINA si olimpici AU RASPANDIT VIRUSUL( VARIANTA LU NASU,OTHER
$USER1789,0,"Să repete, sa întrerupt",OTHER
$USER0323,0,Care Cămilă cea cu masca,OTHER
$USER0356,0,S-o pupi in fund pe Rusia broscoiule de chiriac bulbucat,INSULT
$USER3616,0,Pe iei mincamiar cacatu,INSULT
$USER1995,0,Taci-ti dracul de putinisti .,PROFANITY
$USER1700,1,Da America vrea razboi,OTHER
$USER1262,0,Aceste jeguri ale ocultei sunt la mina criminalior ai ocultei indiferent de partide sunt aceasi criminali ce conduc aceasta tara de 30 de ani.,ABUSE
$USER1463,0,Santeti niște baeti cemai distepti vadoresc succes din Buzău vasutin ok,OTHER
$USER4245,2,Doamne asa inculti nu am avut nici.o dată la conducere ca ăștia !! Nu sunteți capabili să conduceți tara dați-vă demisia mă nenorociților !!,INSULT
$USER1373,0,AMERICAAAAAAAAAAAAAAAA,OTHER
$USER1877,1,Sosoaca la gunoi,ABUSE
$USER0954,0,Mihai Cezar si eu zic SA ma sugi impreuna cu Simó,ABUSE
$USER1710,0,"PUTIN să îi termine pe IOHANIS, CIUCĂ, CIOLACU SI CELOR LAȚI TRĂDĂTORI",OTHER
$USER1501,0,Da ce au catat armata romaniasca la STALINGRAD alaturi de fascisti?,ABUSE
$USER0031,0,"Doamne ajuta si da ganduri bune si curate, asupra noastra, mai marilor lumii, lumineaza i pe ei, ca sa nu distruga creatia Ta! Amin!",OTHER
$USER1615,0,As oprit Livul nenorociți ăștia,INSULT
$USER1502,0,Doamne ferește ce am văzut ca se poate intimpla în Ucraina,OTHER
$USER1686,0,Unde ești Simioane??????,OTHER
$USER4218,0,"Ticaloasa ce esti, ce pensii speciale are tactu si mata criminali amandoi",INSULT
$USER1315,1,Stirile curuluiiii vin rusiii ati belit belita politicienilor bubuie viloaiceleee ahaaaaa,ABUSE
$USER3160,0,"Bai da mult căcat mănâncă mass-media asta in general, ce război pentru ce se luptă? Bateți câmpii....",INSULT
$USER0826,4,Totul este o excrocherie a criminalilor capitaliști UE și SUA!,OTHER
$USER1339,0,"Da 0,au Basarabia și AU împărțit-o în 3. 2 părți la Ucraina, Bugeacul și Bucovina de Nord, o parte ca Republica Sovietica. Dacă nu se împărțea Basarabia era o chestie extraordinara.",OTHER
$USER0733,0,Domnul săi binecuvinteze.,OTHER
$USER1770,0,Valentin Besleaga apară averea gunoaielor și stăpânilor lui. E un nenorocit de sclav care aștepta doza 8 de vaccin!,ABUSE
$USER1270,2,Eu cred ca ar trebui sa iesim cu toti in strada si sa cerem alegeri anticipate plus si alegerea unui alt presedinte,OTHER
$USER0193,0,comunism ca-n china o fi peste tot,OTHER
$USER0984,0,Cu catu vom fi morti sau sclavi!!,ABUSE
$USER2790,0,"Aruncati nenorociti astia Catu, IOHANIS prostii astia la cei mai tineti in parlament in casa poporului nu e a lor",INSULT
$USER2905,2,Mamele Romice sunt mai ceva ca țiganii cind e vorba de copii lor,ABUSE
$USER0851,0,"Eu unul a-și, veni dar nu pot pentru ca, nu sant vaccinat și nu pot întra in instituțiile statului",OTHER
$USER0249,0,SPER CĂ ROMÂNII SUNT ÎN GENUNCHI. DOAR VINE UNA DINTRE STĂPÂNII ROMÂNIEI.,OTHER
$USER2021,0,Ești prost sau ești idioată....,INSULT
$USER3165,0,"Personajde merda e ma-ta , idioato",ABUSE
$USER0079,0,Asta vor! Bolsevicii si neonazistii!!,ABUSE
$USER2301,1,Sunt mulți Idioți în România-nu va supărați astai Adevărul!!!,INSULT
$USER2351,0,Ma mai du-te-n plm ....mâncător de rahat!!,ABUSE
$USER2630,1,Romani vad ca vor să ne anrolez an război daca ne da arme asa putem să scăpăm de jegos de la conducere,ABUSE
$USER0485,3,Sa adunat draci .... o curva si un poponar,ABUSE
$USER1572,0,"Conspirație,nu gluma!!!",OTHER
$USER1217,0,VA PARASIT????da futu va in gura de javre nu din cauza voastra a plecat lumea ca ia ti lasat fara locuri de munca ati inchis si vindut tot sa va luptati voi labagiilor,ABUSE
$USER2359,0,"Buna seara domnule Lazarus.. La conducerea romaniei ar trebui un om destept ca dumneavoastra, nu ca prostii astia de la conducerea!",INSULT
$USER1368,0,Este neconstituțional cea ce fac..,OTHER
$USER1222,1,Respect domnule Piperea!,OTHER
$USER0269,0,Poate ca Romania nu esre inca in genunchi .Ne mai trebuie inca un sut in cur. Imi pare rau .,OTHER
$USER1525,0,Bravo domnule Lazarus pentru emisiune.!!!,OTHER
$USER0548,0,"Tanti Camala este în doliu, i-a murit la intrare? Mie mi-a plăcut tot bruiajul după televiziuni, se văd super mișto toate măștile.",ABUSE
$USER2119,0,Ce dracu căutăm noi sa le dam arme,PROFANITY
$USER3021,0,Sosoaca e un agent al cacatilor de rusi,INSULT
$USER0426,0,Cei mai mari criminali din ziua de astazi,OTHER
$USER2735,0,"Bă panaramă încuiată....habar nu ai unde ești.... ia-ți in pula mea un GPS, că te-ai rătăcit !!!! Jigodie injectată !!!!",ABUSE
$USER3961,0,DE CE LE ESTE FRICA DE PROPIU POPOR ! NENOROCITII UNDE TRAIESC !,INSULT
$USER0784,2,"Va Susțin ca Președinte ,",OTHER
$USER0908,0,Sa trista sabii,OTHER
$USER0903,0,a aparut si genialul pedagog de scoala noua la ora 21.33 care stie tot,OTHER
$USER2022,0,Am aruncat presa trădătoare la gunoi de peste 10ani...,ABUSE
$USER0115,2,"NATO EU sunt organizatiile globalistilor, organizatii mafiote.",OTHER
$USER2658,1,Bai nebuniloe rusi nu a venit la voi sa va f lasati lumea Ca' e saracie mare dati munca la Tiberio off focu pe voi,ABUSE
$USER1629,0,IOHAUS ȘI CIUCĂ SE AUDEE !??? NU VREM RĂZBOI ÎN ROMÂNIA !,OTHER
$USER0043,0,Nesupunere civica!!!,OTHER
$USER1678,0,proaspeți sau murați?,OTHER
$USER1234,0,Au lasat MEDICINA DE O PARTE ( ARAFAT ) si acuma o dau IN ARMATA BV MA !!!,OTHER
$USER0806,3,Ați terminat cu covidu chiar nu anteleg acum nu mai terminați cu războiul băgați draci an populație atâta vorbărie și nimic concret,PROFANITY
$USER1542,0,Nu particip la recensământ prea multe detalii personale ni se cer,OTHER
$USER0920,0,Elena Barbu gripa a dispărut ? Dacă mergem pe ce ne spun ei deja suntem morți,OTHER
$USER0597,0,"Live la Volan e Crimâ Curată ,să tragă pe treapta",OTHER
$USER1324,0,"Să vină rușii să vă ia dracu vilele și afacerile voastre necurate,, că dracu o să vină să vă apere",ABUSE
$USER1032,0,Nu se dorește stingerea conflictului ci escaladarea lui,OTHER
$USER0858,3,Nu râde!!!! Este foarte adevărat!!! Putin le-a stricat laboratoare din Ucraina!,OTHER
$USER0650,0,"15000 de rusi exterminati de Ukranieni, ce sa faca Putyn?",OTHER
$USER4039,0,Când se supără poporul o să săriți în aer mai ceva ca Ucraina câinilor de jandarmi,INSULT
$USER0582,0,Excelenta emisiune ! Domnul sa te binecuvânteze Luis !,OTHER
$USER0923,0,DINEU CU PROȘTI !!!,INSULT
$USER0678,0,Felicitari domnule Luis pentru emisiune..,OTHER
$USER0565,1,Și găinari avem în parlament,INSULT
$USER0656,0,"Dle Neamtu, esti citit ,educat, vb frumos dar din pacate v ati pierdut CREDIBILITATEA...chiar daca scoti cuiele raman urme",OTHER
$USER0823,0,Eugen George Bonciog și eu,OTHER
$USER0789,0,Ce fată de proasta are reportera asta.,INSULT
$USER0137,0,Terhes esti un las ai tradat mizerie ce faci,ABUSE
$USER1705,4,UNDE ESTE AUR ? RUSINE SA LE FIE,OTHER
$USER3175,0,baza jandarmilor ati luat-o razna ce dracu mai purtați măști?su voii sunteți tot ROMÂNI ȘI FIȚI UNIȚI cu poporul român,PROFANITY
$USER0136,0,Ce facem cu recesamantul asta ? Dl Cristian ce ziceți?,OTHER
$USER0818,3,Copii... nu știe ce vorbeste,OTHER
$USER0769,0,La puscarie cu voi hotilor Criminalilor,OTHER
$USER1300,1,Halo oooo dar laboratoarele cu ciuma și fermele de copiii nu ziceți nik și noi sa mergem în ferme de animale pe cipuri la sparanghel,OTHER
$USER1769,0,"Voi sinteti COMUNISTI cu Putin, mi se pare",ABUSE
$USER1042,2,Domnule Simion va recenzați??? Participați la recensământ???,OTHER
$USER0081,3,Kovesi e sluga lui Ursula!,ABUSE
$USER0228,3,"Huo, înapoi! Nu avem nevoie de prezenta ei!",OTHER
$USER0254,0,VREM NEUTRALITATE SĂ FIE CLAR,OTHER
$USER0059,0,Mona Monik Multumesc,OTHER
$USER1048,0,Are dreptate acest om doamne ajuta respect,OTHER
$USER1625,0,IOHANIS NU-I DE-AL NOSTRU. DUCA SA....,OTHER
$USER2258,0,"Sandu Munteanu, tu esti idiot",INSULT
$USER0126,0,DE CE ROMANIA TREBUIE SA LUPTE IN RAZBOI PENTRU INTERESELE AMERICI?!?!?!,OTHER
$USER1446,0,"Vișan, un nenorocit",INSULT
$USER4101,0,Esti prost sau te faci,INSULT
$USER1146,0,"George Simion,presedinte!",OTHER
$USER2766,0,Dm.Coarnă e un om extraordinar păcat că e într-un partid de pușcăriași în libertate! Locul tău nu e lingă acești golani.din PSD. FSN.,INSULT
$USER0790,0,Au început deja sa vina ordin de incorporare,OTHER
$USER1912,0,"O sa murim toti dar noi o sa murim fara pensii speciale , ia sa mearga cei implicati sa ne apere ca la aceste pensii meritam sa fim aparati de ei , nu copii nostri !",OTHER
$USER0299,0,America ne baga in razboi cu rusii,OTHER
$USER1608,0,JOS USRPLUS NEOMARXISTI 3,OTHER
$USER0412,0,parcă ar fi d-zeu,OTHER
$USER3500,0,Sa te fut în gura de Iohanis prost trebuie taiat,ABUSE
$USER0729,0,Rusii stau mai sub jug decat noi,OTHER
$USER0309,2,Chiriac împușcate singur,ABUSE
$USER0033,2,"Ăștia sunt oamenii noi formați de către sistemul bolșevic,soșa incearcă să-i recicleze !",OTHER
$USER0211,2,"L-ATI IMPUSCAT PE ,,DICTATORUL,, CEAUSESCU PENTRU A DEVENI VOI DICTATORII CETATENILOR ROMANI SI AL PATRIEI NOASTRE SFINTE! TERORISTILOR, NU V-AR MAI RABDA DUMNEZEU!",OTHER
$USER1560,0,"De ce spui tu că trebuie să știe de unde sa te ia cineva .?????? Pai cum poți să mi spui asta ??? Eu astăzi pot fi la cineva ,la un prieten ,iar mîine sunt cu altu . Eu nu cred",OTHER
$USER0296,0,kmala țării libere a curului,PROFANITY
$USER0290,3,"Puneți covor că i se rup tocurile ,vine să ne bage in război că nu fac nimic bun americanii își bagă nasul peste tot...",OTHER
$USER1367,0,Tk ești dus O slugă stilată,ABUSE
$USER1430,0,Daca se muta 20 de milioane de ucrainieni la Noi .. gata ne-au rusificat .,OTHER
$USER0365,0,E inevitabil un scandal cu Guvernul,OTHER
$USER1844,2,Afară din țară cu toți trădătorii și vânzătorii de țară. !!!,OTHER
$USER0470,0,"Nimeni nu mai schimba cursul în bine, doar după dezastru",OTHER
$USER1407,0,A început sa si caute interesele domnul terhes,OTHER
$USER2686,1,Despre ce cacat vorbim ?,PROFANITY
$USER1541,0,Mihai Raduta Nu,OTHER
$USER2813,3,Ciucă a facut școla de pupat în cur,INSULT
$USER0949,0,Mulțumesc frumos pentru informații și va doresc mult succes în continuare,OTHER
$USER1490,0,"Americani si-au bagat nasul peste tot,si numai au distrus!",OTHER
$USER1166,4,"Daca ne duceti in razboi, sa va aparati, noi plecam prostilor",INSULT
$USER2690,1,O lom si de la rusi.si de la americani ca sintem curve si presiediti tradatori de tara de la ceausiescu incoace ieu vin sa imi apar tara dar va inpusic si pe.premier si.pe.iohanis,ABUSE
$USER0374,0,Bucureșteni trindaviti rușine sa va fie,OTHER
$USER4051,2,"Baaaaa, papagalilor de la butoane....e ziua afaraaaaa, băaaaaa",INSULT
$USER0671,0,Sa îți iei masca Neamtule daca ieși afară cu familia mati,ABUSE
$USER0459,0,"Chireac manipuleaza dezinformeaza , huuuooooo",OTHER
$USER1605,0,"Jos Johannis, jos toți trădătorii de tara care vor sa ne bage în război!",OTHER
$USER2909,0,"Daca esti proasta de mica, cand cresti doar te joci...vai de capul tau....",INSULT
$USER0120,3,Domnule Neamțu spuneți și despre crimele făcute de trupele naziste Azov asupra rușilor din Donetsk !!!,OTHER
$USER0322,0,Nu mai mănâncă borș Chiriac,OTHER
$USER0518,0,Bai jos cu tototi de la Guvern jegui penale hotilor ati vndut toatta tara am terminat cu pademia acum razboaie steti Manipulati,ABUSE
$USER0421,0,"Javro unde i respectul față de garda de onoare ,,,,de ce nu ai dat salutul care se cere,,,,,fete te mata n gură curva dracu",ABUSE
$USER2910,0,"Panarama isterică, huiduma nebună!",ABUSE
$USER0624,0,Mihai Neamtu o javra globalista!!,ABUSE
$USER1425,0,"Daca Rusia e o amenintare permanenta, deci nu mergem pe neutralitate?",OTHER
$USER0019,3,"DLE LAZARUS, VA ROG INVITATI PE DOMNUL DR. CĂLIN GEORGESCU, DACĂ SE POATE!",OTHER
$USER1230,0,"Da,asa este. Pana an decembrie. Aici este papà si ai lui.",OTHER
$USER1554,0,Nu avem conducatori numai LEPRE si SLUGI,ABUSE
$USER0628,0,In Serbia Milosevici a fc cele mai mari crime,OTHER
$USER2015,0,Cita opulenta și bogăție pt niște zdrențe din cocioaba Rominiei,ABUSE
$USER0608,2,gata ... s-a pierdut neamtu... e ... gata,OTHER
$USER1641,0,Jigodii de politicieni! Jos mafia politica!,ABUSE
$USER0671,0,Sa vedem câinele când o vedea alianță China -Rusia -Iran!!,OTHER
$USER0892,0,Chiar nu se poate face nimic sa presa nebunullllllllll!!!!!!!!!!!!!!!,OTHER
$USER0869,1,"Poartă cască, galben-albastră, arată că îți pasă",OTHER
$USER1840,0,Criminali Criminali,OTHER
$USER0596,0,Tovarasa KAMALA E TOVARSUL KAMAL E TRANSHUMAN,OTHER
$USER0695,0,"Omul nu a spus că trăim bine ,ci că avem cât de cât unele libertăți.",OTHER
$USER0120,3,"Terhes crede că toți suntem prosti !!! Pentru cine să lupte romanii ?? Pentru Johanus, Arafat, Rafila, Câțu ???",OTHER
$USER1785,0,"Sa fie judecați ,toți cei care au comis genocid",OTHER
$USER0021,2,Adevarat ce spuneti prosti nu pricep,INSULT
$USER1379,0,"Care nu stiti si nu urmariti transmisii , nu mai comentati jignind sau acuzand , in cazul acesta pe Domnul Terhes . Sau sunteti platiti ?",OTHER
$USER2538,0,Iesiti naibi afara prosti de Romani,INSULT
$USER0365,0,"Vine armata lui Arafat urmează ciparea,la vaccin nu a-ți fost cuminți,erați singura țară pe verde,la șefii lumii nu le plac nesupusii",OTHER
$USER1272,0,Am fasole de vanzare ...dau contra tablouri numai la nababi...!,OTHER
$USER1551,0,Foarte adevarat ce spuneți. Respect.,OTHER
$USER0084,0,"TERHES S A DAT MARE ANTIVACCINIST CA SA NE CÂȘTIGE ÎNCREDEREA, ACUM ÎȘI DA ARAMA PE FAȚĂ, NE CREZI TÂMPIȚI",OTHER
$USER1225,0,Să le tragem basca la acești derbedei !!,INSULT
$USER0167,0,Nu mai băgați frica. Jocul politici este necinstit. Eu spun ca războiul se termina cât de curând. Iar dupăia vine alta boala. Asta e jocul politicii,OTHER
$USER3317,0,Il doare in cur pe Iohanis e oricum la sfarsitul mandatului ba duceti va ma acasa ca stati in frig fara folos nebuniloorrrrrrrr va prosteste george cu protestele !!!,INSULT
$USER0010,2,"Roman Din Elena Carmen, Arafat trebuie arestat și condamnat la închisoare pe viață pentru genocid împotriva poporului român, AICI! Dacă este expulzat, ADIO!",OTHER
$USER1172,2,Ba asta ii drogata?ca ce greu vorbeste romaneste,OTHER
$USER0865,0,ROMÂNIA TV SÂNTETI GUNOAIE CARE IMPUTITI MINȚILE ROMÂNILOR CU INFORMAȚII MIZERABILE.SA AVEȚI PARTE DE TOATE PROSTIILE PE CARE LE TRANSMITEȚI.,ABUSE
$USER1125,0,Pentru ca sunt prosti și biserica nu este de partea lor,INSULT
$USER0462,2,"Afara Masoni, au vize pentru a intra în România ?",OTHER
$USER0136,0,Cinste Angelo Giorgiani mereu e aproape de popor în Italia,OTHER
$USER3293,0,Mars trompeta putinista,INSULT
$USER1469,0,Popa.. te bate d zeu..,OTHER
$USER0860,0,Mihaita Talaba Dar specialisti cu arma in mina nu sunt,OTHER
$USER0694,0,DOMNU' NEAMTU BATE CIMPII,OTHER
$USER1045,0,Cum este cu recensamintul...ce se urmareste?,OTHER
$USER0257,0,Vand ulei și faina,OTHER
$USER0051,0,Poprul nu a stiut si daca ar fi stiut ce ar fi putut sa faca???!!!,OTHER
$USER1607,0,Bucureștiul nu iasă ?,OTHER
$USER0399,2,Ei uite acolo trebuia o racheta,OTHER
$USER3875,0,"Gunoaie imputite, Jandarmeria vinduti străinilor!!!!!!",ABUSE
$USER0638,0,NOSTRADAMUS ????,OTHER
$USER0246,3,Nu vă mai certați dacă Dumnezeu dă pace va fi pace dacă va fi război asta e totul depinde de Dumnezeu,OTHER
$USER3094,0,Trei pierde vara care fac show pentru înapoiați,INSULT
$USER0999,1,Demisia ciucă este un director și toți din fruntea țării sunt trădătorii României,OTHER
$USER1386,0,"Dl.Terhes , vorba multa ...saracia omului ! Lasati-ne cu aburelile !",OTHER
$USER0718,0,"CINE SA TE OCROTEASCA MA,ARAFAT,ORBAN,CATU,IOHANIS?BAAAAAA,TU TRAIESTI PE ALTA LUME.TREZESTE-TE,NU MAI AI VOIE NICI MACAR SA GANDESTI CORECT IN ZIUA DE AZI,TREBUIE SA FII PROST.",INSULT
$USER0158,0,Felicitări Aurelian!,OTHER
$USER0120,2,Domnul Mihail Neamțu ne spune ceva și de crimele făcute de trupele naziste Azov ????,OTHER
$USER0438,0,"Taci măi Chiriac, nu mai vorbi dodii!",OTHER
$USER0348,0,"Lili Ruse,ești o jigodie de jurnalist,o pupincuriști satanistă!",ABUSE
$USER1441,0,DACA este popit in america cu bani lui Soros.normal ca nu stie cu ce se mananca pri partea asta vecin cu rusi,OTHER
$USER0426,0,Iauitel pe Iohannis giocelu,OTHER
$USER2802,3,"Marș de-aici, că nu te obligă nimeni sa te uiți, ordinarule!",ABUSE
$USER0397,0,"chireacccccccc, ar trebui sa sfarsesti la zid, judecat de urgenta.",ABUSE
$USER0184,0,"Ce stii tu despre : gruparea AZOV, fostul președinte al UCRAINEI =omul RUSILOR, actuala garda națională !?!",OTHER
$USER2136,1,Stați liniștit dl Lazarius... mutălăul nostru ne va băga în război în mod intenționat...are o agendă de urmat,INSULT
$USER2946,0,"Europa e o mizerie,ne dictează bătrâni acestea ce sa facem, dar în concluzie ne meritam soarta ,ca nu iesim în stradă cu totii.",ABUSE
$USER3901,0,"Mascati, jandarmii,Ninja.politia la razboi cu voi in prima linie....aveti antrenament tiai drecu de jigodii...",ABUSE
$USER1789,1,"Le este frică de popor, ieșirea masivă ar schimba multe",OTHER
$USER0594,3,"CINE A FORMAT NATO, CINE A FORMAT ONU, CINE A FORMAT OMS CINE A FORMAT FMI SAU UNIUNEA EUROPEANA ȘI MULTE ALTELE",OTHER
$USER0314,2,Care mii de oameni uciși? Minciuni,OTHER
$USER0789,1,"Vorbește maciuca României, un premier liga la fotbal.",OTHER
$USER1893,0,Niște nenorociți ne bagă in pământ,INSULT
$USER1816,0,Nu suntem deacord sa ne ia copii in război.sa plece ei care vor război .La multi ani femei si mame frumoase!,OTHER
$USER1318,0,Taci ca ești prost .... .,INSULT
$USER1204,0,La cursuri online elevii faceau laba,PROFANITY
$USER1619,0,Buna va rog daca se piate sa filmati cu telefonul pe lat sau lung landskape,OTHER
$USER0705,0,Un popa corporatist si un slugoi american .....huooo slugoilor americani ipocriti ..opriti iudaizarea europei..,ABUSE
$USER3287,0,Afara cu acești oameni incopeteti și mafioți și criminali,INSULT
$USER1354,0,Suntem prosti vom primi si valul 6 cu capul in pamant!,OTHER
$USER1264,0,Dami o armă să trag în Iohannis,OTHER
$USER0735,0,Bună seara domnule Luis Lazarus!,OTHER
$USER0800,0,"Kamala Kămila să stea la ea acasă, NU ARE CE SĂ CAUTE ÎN ROMÂNIA!",OTHER
$USER0118,0,"Armament cu cazmale ,lopeti,furci si topoare",OTHER
$USER1565,0,"Marjorie Taylor Greene , urmaritii postările și vedeți ce vb de UK,",OTHER
$USER1394,2,Ce prost e TERHEȘ,INSULT
$USER0311,0,A dispărut covidul,OTHER
$USER0364,0,Persona non grata.duca-se de unde a venit,OTHER
$USER1373,0,HEIIIIII TU TE AUZI CE VORBESTI ?,OTHER
$USER0871,0,"Au apărut trolii sa denigreze , uitați-vă la haznaua 3 la jocuri pe calculator .",INSULT
$USER1760,0,SUNTEM ON-LINE 2.964,OTHER
$USER0146,0,Dar ce la noi o sa fie alt fel...? Cu grantomani astea care ne conduc la război ..,OTHER
$USER0023,0,"Putin a spus că ne dă teritoriile românești din așa zisă Ucraina inapoi ,dar statul nu le dorește.",OTHER
$USER1679,1,Prost si bătut în cap ești,INSULT
$USER0647,0,Critic tu esti un mare Escroc ca si Simion joci în două bărci Băgatai p în mata,ABUSE
$USER1461,2,Domnule Terhes deja ai început să ne descurajezi.pierdem încrederea.,OTHER
$USER1216,1,"Astăzi aici în Italia cu 2,8. ..vineri seara era 1,87",OTHER
$USER1564,0,Irina Tudor Dac tu nu poti avea copii... la o alta femeie i se inseminteaza sperma sotului tau iar la nastere va veti primi copilul,PROFANITY
$USER0803,1,Frashëri Justice Da-te-n kkt!,INSULT
$USER0994,0,nu vreti sa aveti informatii hipersonica e doar inceputul ..,OTHER
$USER1231,4,morții mamei voastre de naziști,ABUSE
$USER0940,0,Putin este cel mai tare șef de stat,OTHER
$USER2476,1,"Chiar sunt proști frați noștri români, MI-E SILĂ ....DE GÂNDIREA CARE O AU UNI ROMÂNI...PTUI.....CE NEAM AM AJUNS !!!!!",INSULT
$USER0344,0,Sa meargă toate travestitele la razboi,OTHER
$USER0728,0,"CEZAR, ZI-NE SI NOUA DE ERON, CRIPTOMONEDA !",OTHER
$USER1863,0,Dl sa ne pazeasca,OTHER
$USER1837,0,"Mucurestenilor rușine să vă fie ,aveți ouă sub cur !Dormiți somnul de veci !Neutralitate !",INSULT
$USER0043,0,"Stefan Asavinei oarba dupa tine,dezaxatule!",INSULT
$USER1462,2,"Păi dacă ucrainienii raportează ca au ucis 9000 de ruși la care se adaugă cei 13000 din 2014 până azi,total 22000 ,atunci cine poate fi numit criminal de război?",OTHER
$USER1411,0,"Războiul se termina oricum,dar se întoarce covidul!",OTHER
$USER1494,0,Politicienii nu țara !,OTHER
$USER1861,0,Sunteți 30 de șoșoci dobitoci pe acolo?,INSULT
$USER0042,2,"Si in Italia ,MITALUL a facut numai afaceri murdare! A inchis si là Taranto fabrica . Au facut-o bucati si au vandut-o germanilor",OTHER
$USER2178,0,Suntem niște dobitoci,INSULT
$USER1153,0,Sa vă duceți dracu,ABUSE
$USER1382,0,MAI AMERICANI NE-A TRIMIS AJUTOARE ACUMA TREBUIE SĂI AJUTA M,OTHER
$USER1187,1,"De maine imi bag actele pe franta , gata nu mai vin in romania",OTHER
$USER2986,0,"Milițieni,avocați, și lingăi de 2 lei....!",INSULT
$USER1218,1,Ghinea Marian păcat că lumea la crezut un nebun...daca îl alegeam când trebuia toți românii eram departe.,OTHER
$USER3175,0,dati la o parte fraților pe gunoaiele polițiști,ABUSE
